;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
1440;7.2;0.37;0.32;2.0;0.062;15.0;28.0;0.9947;3.23;0.73;11.3;excellent
1589;6.6;0.725;0.2;7.8;0.073;29.0;79.0;0.9977;3.29;0.54;9.2;good
1174;7.6;0.36;0.31;1.7;0.079;26.0;65.0;0.99716;3.46;0.62;9.5;good
1364;7.2;0.605;0.02;1.9;0.096;10.0;31.0;0.995;3.46;0.53;11.8;good
1486;6.8;0.68;0.21;2.1;0.07;9.0;23.0;0.99546;3.38;0.6;10.3;good
796;8.7;0.46;0.31;2.5;0.126;24.0;64.0;0.99746;3.1;0.74;9.6;good
1177;7.1;0.66;0.0;2.4;0.052000000000000005;6.0;11.0;0.99318;3.35;0.66;12.7;excellent
921;8.4;0.36;0.32;2.2;0.081;32.0;79.0;0.9964;3.3;0.72;11.0;good
8;7.8;0.58;0.02;2.0;0.073;9.0;18.0;0.9968;3.36;0.57;9.5;excellent
111;8.4;0.62;0.09;2.2;0.084;11.0;108.0;0.9964;3.15;0.66;9.8;good
499;8.7;0.69;0.31;3.0;0.086;23.0;81.0;1.0002;3.48;0.74;11.6;good
177;7.5;0.52;0.42;2.3;0.087;8.0;38.0;0.9972;3.58;0.61;10.5;good
736;7.7;0.965;0.1;2.1;0.11199999999999999;11.0;22.0;0.9963;3.26;0.5;9.5;good
1063;10.2;0.29;0.65;2.4;0.075;6.0;17.0;0.99565;3.22;0.63;11.8;good
116;8.3;0.54;0.28;1.9;0.077;11.0;40.0;0.9978;3.39;0.61;10.0;good
178;7.0;0.805;0.0;2.5;0.068;7.0;20.0;0.9969;3.48;0.56;9.6;good
1263;8.2;0.78;0.0;2.2;0.08900000000000001;13.0;26.0;0.9978;3.37;0.46;9.6;poor
1036;7.6;0.31;0.34;2.5;0.08199999999999999;26.0;35.0;0.99356;3.22;0.59;12.5;excellent
194;7.6;0.55;0.21;2.2;0.071;7.0;28.0;0.9964;3.28;0.55;9.7;good
1078;8.6;0.37;0.65;6.4;0.08;3.0;8.0;0.9981700000000001;3.27;0.58;11.0;good
207;7.8;0.57;0.31;1.8;0.069;26.0;120.0;0.99625;3.29;0.53;9.3;good
447;9.3;0.48;0.29;2.1;0.127;6.0;16.0;0.9968;3.22;0.72;11.2;good
815;10.8;0.45;0.33;2.5;0.099;20.0;38.0;0.99818;3.24;0.71;10.8;good
122;7.3;0.695;0.0;2.5;0.075;3.0;13.0;0.998;3.49;0.52;9.2;good
1467;6.7;1.04;0.08;2.3;0.067;19.0;32.0;0.9964799999999999;3.52;0.57;11.0;poor
710;10.6;1.025;0.43;2.8;0.08;21.0;84.0;0.9985;3.06;0.57;10.1;good
1197;7.7;0.57;0.21;1.5;0.069;4.0;9.0;0.9945799999999999;3.16;0.54;9.8;good
1555;7.0;0.56;0.17;1.7;0.065;15.0;24.0;0.9951399999999999;3.44;0.68;10.55;excellent
990;7.7;0.39;0.12;1.7;0.09699999999999999;19.0;27.0;0.9959600000000001;3.16;0.49;9.4;good
342;10.9;0.39;0.47;1.8;0.11800000000000001;6.0;14.0;0.9982;3.3;0.75;9.8;good
49;5.6;0.31;0.37;1.4;0.07400000000000001;12.0;96.0;0.9954;3.32;0.58;9.2;good
391;13.7;0.415;0.68;2.9;0.085;17.0;43.0;1.0014;3.06;0.8;10.0;good
169;7.5;0.705;0.24;1.8;0.36;15.0;63.0;0.9964;3.0;1.59;9.5;good
554;15.5;0.645;0.49;4.2;0.095;10.0;23.0;1.00315;2.92;0.74;11.1;good
1554;6.6;0.855;0.02;2.4;0.062;15.0;23.0;0.9962700000000001;3.54;0.6;11.0;good
1149;10.0;0.35;0.47;2.0;0.061;6.0;11.0;0.99585;3.23;0.52;12.0;good
1332;8.4;0.39;0.1;1.7;0.075;6.0;25.0;0.9958100000000001;3.09;0.43;9.7;good
1576;8.0;0.3;0.63;1.6;0.081;16.0;29.0;0.9958799999999999;3.3;0.78;10.8;good
1574;5.6;0.31;0.78;13.9;0.07400000000000001;23.0;92.0;0.99677;3.39;0.48;10.5;good
62;7.5;0.52;0.16;1.9;0.085;12.0;35.0;0.9968;3.38;0.62;9.5;excellent
1592;6.3;0.51;0.13;2.3;0.076;29.0;40.0;0.99574;3.42;0.75;11.0;good
644;9.9;0.54;0.45;2.3;0.071;16.0;40.0;0.9991;3.39;0.62;9.4;good
575;12.3;0.27;0.49;3.1;0.079;28.0;46.0;0.9993;3.2;0.8;10.2;good
1367;6.9;0.54;0.3;2.2;0.08800000000000001;9.0;105.0;0.99725;3.25;1.18;10.5;good
1161;8.8;0.45;0.43;1.4;0.076;12.0;21.0;0.99551;3.21;0.75;10.2;good
1517;6.5;0.53;0.06;2.0;0.063;29.0;44.0;0.9948899999999999;3.38;0.83;10.3;good
276;6.9;0.54;0.04;3.0;0.077;7.0;27.0;0.9987;3.69;0.91;9.4;good
590;9.0;0.45;0.49;2.6;0.084;21.0;75.0;0.9987;3.35;0.57;9.7;good
1233;10.2;0.23;0.37;2.2;0.057;14.0;36.0;0.9961399999999999;3.23;0.49;9.3;poor
356;11.5;0.41;0.52;3.0;0.08;29.0;55.0;1.0001;3.26;0.88;11.0;good
595;8.9;0.595;0.41;7.9;0.086;30.0;109.0;0.9998;3.27;0.57;9.3;good
470;13.0;0.32;0.65;2.6;0.09300000000000001;15.0;47.0;0.9996;3.05;0.61;10.6;good
845;6.4;0.64;0.21;1.8;0.081;14.0;31.0;0.9968899999999999;3.59;0.66;9.8;good
157;7.1;0.43;0.42;5.5;0.071;28.0;128.0;0.9973;3.42;0.71;10.5;good
1079;7.9;0.3;0.68;8.3;0.05;37.5;278.0;0.99316;3.01;0.51;12.3;excellent
239;8.2;1.0;0.09;2.3;0.065;7.0;37.0;0.99685;3.32;0.55;9.0;good
1398;7.0;0.6;0.12;2.2;0.083;13.0;28.0;0.9966;3.52;0.62;10.2;excellent
427;9.5;0.78;0.22;1.9;0.077;6.0;32.0;0.9988;3.26;0.56;10.6;good
746;8.2;0.34;0.38;2.5;0.08;12.0;57.0;0.9978;3.3;0.47;9.0;good
192;6.8;0.63;0.12;3.8;0.099;16.0;126.0;0.9969;3.28;0.61;9.5;good
712;8.7;0.69;0.0;3.2;0.084;13.0;33.0;0.9992;3.36;0.45;9.4;good
369;9.4;0.27;0.53;2.4;0.07400000000000001;6.0;18.0;0.9962;3.2;1.13;12.0;excellent
1110;8.3;0.53;0.0;1.4;0.07;6.0;14.0;0.99593;3.25;0.64;10.0;good
134;7.9;1.04;0.05;2.2;0.084;13.0;29.0;0.9959;3.22;0.55;9.9;good
425;6.6;0.84;0.03;2.3;0.059000000000000004;32.0;48.0;0.9952;3.52;0.56;12.3;excellent
394;12.7;0.6;0.65;2.3;0.063;6.0;25.0;0.9997;3.03;0.57;9.9;good
14;8.9;0.62;0.18;3.8;0.17600000000000002;52.0;145.0;0.9986;3.16;0.88;9.2;good
666;8.3;0.49;0.36;1.8;0.222;6.0;16.0;0.998;3.18;0.6;9.5;good
496;7.8;0.52;0.25;1.9;0.081;14.0;38.0;0.9984;3.43;0.65;9.0;good
170;7.9;0.885;0.03;1.8;0.057999999999999996;4.0;8.0;0.9972;3.36;0.33;9.1;poor
1528;7.9;0.29;0.49;2.2;0.096;21.0;59.0;0.9971399999999999;3.31;0.67;10.1;good
1057;7.6;0.42;0.25;3.9;0.10400000000000001;28.0;90.0;0.99784;3.15;0.57;9.1;good
252;11.1;0.35;0.48;3.1;0.09;5.0;21.0;0.9986;3.17;0.53;10.5;good
1027;6.4;0.795;0.0;2.2;0.065;28.0;52.0;0.9937799999999999;3.49;0.52;11.6;good
600;8.2;0.915;0.27;2.1;0.08800000000000001;7.0;23.0;0.9962;3.26;0.47;10.0;poor
1577;6.2;0.7;0.15;5.1;0.076;13.0;27.0;0.9962200000000001;3.54;0.6;11.9;good
1459;7.9;0.2;0.35;1.7;0.054000000000000006;7.0;15.0;0.9945799999999999;3.32;0.8;11.9;excellent
1439;7.3;0.67;0.02;2.2;0.07200000000000001;31.0;92.0;0.99566;3.32;0.68;11.066666666666698;good
560;12.7;0.6;0.49;2.8;0.075;5.0;19.0;0.9994;3.14;0.57;11.4;good
833;11.6;0.47;0.44;1.6;0.147;36.0;51.0;0.99836;3.38;0.86;9.9;poor
1214;10.2;0.33;0.46;1.9;0.081;6.0;9.0;0.9962799999999999;3.1;0.48;10.4;good
545;9.1;0.47;0.49;2.6;0.094;38.0;106.0;0.9982;3.08;0.59;9.1;good
789;8.6;0.63;0.17;2.9;0.099;21.0;119.0;0.998;3.09;0.52;9.3;good
110;7.8;0.56;0.19;1.8;0.10400000000000001;12.0;47.0;0.9964;3.19;0.93;9.5;good
1585;7.2;0.39;0.44;2.6;0.066;22.0;48.0;0.9949399999999999;3.3;0.84;11.5;good
859;6.8;0.56;0.22;1.8;0.07400000000000001;15.0;24.0;0.9943799999999999;3.4;0.82;11.2;good
1201;7.9;0.34;0.36;1.9;0.065;5.0;10.0;0.99419;3.27;0.54;11.2;excellent
1093;9.2;0.31;0.36;2.2;0.079;11.0;31.0;0.99615;3.33;0.86;12.0;excellent
1232;7.6;0.43;0.29;2.1;0.075;19.0;66.0;0.99718;3.4;0.64;9.5;good
1424;8.3;0.26;0.37;1.4;0.076;8.0;23.0;0.9974;3.26;0.7;9.6;good
1270;5.0;0.38;0.01;1.6;0.048;26.0;60.0;0.9908399999999999;3.7;0.75;14.0;good
1402;7.6;0.3;0.42;2.0;0.052000000000000005;6.0;24.0;0.9963;3.44;0.82;11.9;good
362;11.9;0.58;0.66;2.5;0.07200000000000001;6.0;37.0;0.9992;3.05;0.56;10.0;good
673;8.2;0.73;0.21;1.7;0.07400000000000001;5.0;13.0;0.9968;3.2;0.52;9.5;good
1162;8.5;0.32;0.42;2.3;0.075;12.0;19.0;0.99434;3.14;0.71;11.8;excellent
114;7.8;0.56;0.19;1.8;0.10400000000000001;12.0;47.0;0.9964;3.19;0.93;9.5;good
234;8.2;1.0;0.09;2.3;0.065;7.0;37.0;0.99685;3.32;0.55;9.0;good
942;10.1;0.43;0.4;2.6;0.092;13.0;52.0;0.99834;3.22;0.64;10.0;excellent
1441;7.4;0.785;0.19;5.2;0.094;19.0;98.0;0.99713;3.16;0.52;9.56666666666667;good
625;6.8;0.69;0.0;5.6;0.124;21.0;58.0;0.9997;3.46;0.72;10.2;good
1190;9.1;0.4;0.57;4.6;0.08;6.0;20.0;0.9965200000000001;3.28;0.57;12.5;good
528;8.2;0.42;0.49;2.6;0.084;32.0;55.0;0.9988;3.34;0.75;8.7;good
596;12.4;0.4;0.51;2.0;0.059000000000000004;6.0;24.0;0.9994;3.04;0.6;9.3;good
1485;7.0;0.655;0.16;2.1;0.07400000000000001;8.0;25.0;0.9960600000000001;3.37;0.55;9.7;good
1228;5.1;0.42;0.0;1.8;0.044000000000000004;18.0;88.0;0.9915700000000001;3.68;0.73;13.6;excellent
687;9.1;0.64;0.23;3.1;0.095;13.0;38.0;0.9998;3.28;0.59;9.7;good
453;10.4;0.33;0.63;2.8;0.084;5.0;22.0;0.9998;3.26;0.74;11.2;excellent
133;6.6;0.5;0.01;1.5;0.06;17.0;26.0;0.9952;3.4;0.58;9.8;good
1014;8.0;0.58;0.16;2.0;0.12;3.0;7.0;0.99454;3.22;0.58;11.2;good
1130;9.1;0.6;0.0;1.9;0.057999999999999996;5.0;10.0;0.9977;3.18;0.63;10.4;good
1220;10.9;0.32;0.52;1.8;0.132;17.0;44.0;0.99734;3.28;0.77;11.5;good
615;9.6;0.6;0.5;2.3;0.079;28.0;71.0;0.9997;3.5;0.57;9.7;good
249;7.3;0.66;0.0;2.0;0.084;6.0;23.0;0.9983;3.61;0.96;9.9;good
508;10.0;0.59;0.31;2.2;0.09;26.0;62.0;0.9994;3.18;0.63;10.2;good
32;8.3;0.655;0.12;2.3;0.083;15.0;113.0;0.9966;3.17;0.66;9.8;good
1505;6.7;0.76;0.02;1.8;0.078;6.0;12.0;0.996;3.55;0.63;9.95;poor
476;9.3;0.27;0.41;2.0;0.091;6.0;16.0;0.998;3.28;0.7;9.7;good
1265;7.2;0.57;0.05;2.3;0.081;16.0;36.0;0.99564;3.38;0.6;10.3;good
77;6.8;0.785;0.0;2.4;0.10400000000000001;14.0;30.0;0.9966;3.52;0.55;10.7;good
1114;5.0;0.4;0.5;4.3;0.046;29.0;80.0;0.9902;3.49;0.66;13.6;good
152;7.5;0.6;0.03;1.8;0.095;25.0;99.0;0.995;3.35;0.54;10.1;good
718;8.4;0.56;0.04;2.0;0.08199999999999999;10.0;22.0;0.9976;3.22;0.44;9.6;good
1067;11.1;0.31;0.53;2.2;0.06;3.0;10.0;0.99572;3.02;0.83;10.9;excellent
1538;6.2;0.64;0.09;2.5;0.081;15.0;26.0;0.9953799999999999;3.57;0.63;12.0;good
1516;6.1;0.32;0.25;2.3;0.071;23.0;58.0;0.9963299999999999;3.42;0.97;10.6;good
1342;7.6;0.54;0.02;1.7;0.085;17.0;31.0;0.9958899999999999;3.37;0.51;10.4;good
393;8.4;0.665;0.61;2.0;0.11199999999999999;13.0;95.0;0.997;3.16;0.54;9.1;good
253;7.7;0.775;0.42;1.9;0.092;8.0;86.0;0.9959;3.23;0.59;9.5;good
66;7.5;0.52;0.11;1.5;0.079;11.0;39.0;0.9968;3.42;0.58;9.6;good
30;6.7;0.675;0.07;2.4;0.08900000000000001;17.0;82.0;0.9958;3.35;0.54;10.1;good
56;10.2;0.42;0.57;3.4;0.07;4.0;10.0;0.9971;3.04;0.63;9.6;good
381;13.7;0.415;0.68;2.9;0.085;17.0;43.0;1.0014;3.06;0.8;10.0;good
847;7.4;0.68;0.16;1.8;0.078;12.0;39.0;0.9977;3.5;0.7;9.9;good
923;6.8;0.41;0.31;8.8;0.084;26.0;45.0;0.99824;3.38;0.64;10.1;good
78;6.7;0.75;0.12;2.0;0.086;12.0;80.0;0.9958;3.38;0.52;10.1;good
809;7.6;0.48;0.31;2.8;0.07;4.0;15.0;0.9969299999999999;3.22;0.55;10.3;good
1466;7.3;0.48;0.32;2.1;0.062;31.0;54.0;0.9972799999999999;3.3;0.65;10.0;excellent
1248;6.9;0.41;0.33;2.2;0.081;22.0;36.0;0.9949;3.41;0.75;11.1;good
549;9.0;0.53;0.49;1.9;0.171;6.0;25.0;0.9975;3.27;0.61;9.4;good
694;9.0;0.47;0.31;2.7;0.084;24.0;125.0;0.9984;3.31;0.61;9.4;good
1144;7.3;0.32;0.23;2.3;0.066;35.0;70.0;0.9958799999999999;3.43;0.62;10.1;good
466;10.3;0.5;0.42;2.0;0.069;21.0;51.0;0.9982;3.16;0.72;11.5;good
274;7.5;0.65;0.18;7.0;0.08800000000000001;27.0;94.0;0.99915;3.38;0.77;9.4;good
1311;6.5;0.51;0.15;3.0;0.064;12.0;27.0;0.9929;3.33;0.59;12.8;good
908;7.4;0.52;0.13;2.4;0.078;34.0;61.0;0.9952799999999999;3.43;0.59;10.8;good
633;10.1;0.935;0.22;3.4;0.105;11.0;86.0;1.001;3.43;0.64;11.3;poor
1344;11.5;0.42;0.48;2.6;0.077;8.0;20.0;0.9985200000000001;3.09;0.53;11.0;good
822;6.7;0.54;0.13;2.0;0.076;15.0;36.0;0.9973;3.61;0.64;9.8;good
1189;8.8;0.955;0.05;1.8;0.075;5.0;19.0;0.99616;3.3;0.44;9.6;poor
774;7.9;0.4;0.3;1.8;0.157;2.0;45.0;0.9972700000000001;3.31;0.91;9.5;good
1216;7.9;0.57;0.31;2.0;0.079;10.0;79.0;0.99677;3.29;0.69;9.5;good
1354;7.2;0.58;0.03;2.3;0.077;7.0;28.0;0.9956799999999999;3.35;0.52;10.0;good
160;7.6;0.95;0.03;2.0;0.09;7.0;20.0;0.9959;3.2;0.56;9.6;good
1429;7.9;0.18;0.4;2.2;0.049;38.0;67.0;0.996;3.33;0.93;11.3;good
299;6.9;0.67;0.06;2.1;0.08;8.0;33.0;0.99845;3.68;0.71;9.6;good
1508;7.1;0.27;0.6;2.1;0.07400000000000001;17.0;25.0;0.9981399999999999;3.38;0.72;10.6;good
1324;6.7;0.46;0.24;1.7;0.077;18.0;34.0;0.9948;3.39;0.6;10.6;good
787;10.0;0.56;0.24;2.2;0.079;19.0;58.0;0.9991;3.18;0.56;10.1;good
1175;6.5;0.61;0.0;2.2;0.095;48.0;59.0;0.99541;3.61;0.7;11.5;good
46;7.7;0.935;0.43;2.2;0.114;22.0;114.0;0.997;3.25;0.73;9.2;good
663;10.1;0.28;0.46;1.8;0.05;5.0;13.0;0.9974;3.04;0.79;10.2;good
1179;8.2;0.35;0.33;2.4;0.076;11.0;47.0;0.9959899999999999;3.27;0.81;11.0;good
44;6.8;0.67;0.02;1.8;0.05;5.0;11.0;0.9962;3.48;0.52;9.5;good
210;9.7;0.53;0.6;2.0;0.039;5.0;19.0;0.99585;3.3;0.86;12.4;good
913;9.4;0.395;0.46;4.6;0.094;3.0;10.0;0.99639;3.27;0.64;12.2;excellent
371;7.9;0.24;0.4;1.6;0.055999999999999994;11.0;25.0;0.9967;3.32;0.87;8.7;good
826;7.5;0.27;0.34;2.3;0.05;4.0;8.0;0.9951;3.4;0.64;11.0;excellent
370;6.9;0.765;0.02;2.3;0.063;35.0;63.0;0.9975;3.57;0.78;9.9;good
481;9.4;0.3;0.56;2.8;0.08;6.0;17.0;0.9964;3.15;0.92;11.7;excellent
184;6.7;0.62;0.21;1.9;0.079;8.0;62.0;0.997;3.52;0.58;9.3;good
1442;6.9;0.63;0.02;1.9;0.078;18.0;30.0;0.9971200000000001;3.4;0.75;9.8;good
1121;6.6;0.5;0.0;1.8;0.062;21.0;28.0;0.9935200000000001;3.44;0.55;12.3;good
699;11.8;0.38;0.55;2.1;0.071;5.0;19.0;0.9986;3.11;0.62;10.8;good
130;8.0;0.745;0.56;2.0;0.11800000000000001;30.0;134.0;0.9968;3.24;0.66;9.4;good
83;7.3;0.67;0.26;1.8;0.401;16.0;51.0;0.9969;3.16;1.14;9.4;good
295;10.8;0.5;0.46;2.5;0.073;5.0;27.0;1.0001;3.05;0.64;9.5;good
429;12.8;0.84;0.63;2.4;0.08800000000000001;13.0;35.0;0.9997;3.1;0.6;10.4;good
399;8.7;0.765;0.22;2.3;0.064;9.0;42.0;0.9963;3.1;0.55;9.4;good
1072;7.2;0.35;0.26;1.8;0.083;33.0;75.0;0.9968;3.4;0.58;9.5;good
1387;7.4;0.64;0.07;1.8;0.1;8.0;23.0;0.9961;3.3;0.58;9.6;good
523;9.3;0.4;0.49;2.5;0.085;38.0;142.0;0.9978;3.22;0.55;9.4;good
1180;8.2;0.35;0.33;2.4;0.076;11.0;47.0;0.9959899999999999;3.27;0.81;11.0;good
643;9.5;0.59;0.44;2.3;0.071;21.0;68.0;0.9992;3.46;0.63;9.5;good
874;10.4;0.38;0.46;2.1;0.10400000000000001;6.0;10.0;0.99664;3.12;0.65;11.8;excellent
1071;7.5;0.77;0.2;8.1;0.098;30.0;92.0;0.99892;3.2;0.58;9.2;good
1168;6.5;0.34;0.27;2.8;0.067;8.0;44.0;0.99384;3.21;0.56;12.0;good
128;8.0;0.59;0.16;1.8;0.065;3.0;16.0;0.9962;3.42;0.92;10.5;excellent
1301;6.7;0.86;0.07;2.0;0.1;20.0;57.0;0.99598;3.6;0.74;11.7;good
801;8.6;0.55;0.09;3.3;0.068;8.0;17.0;0.99735;3.23;0.44;10.0;good
1282;7.9;0.765;0.0;2.0;0.084;9.0;22.0;0.9961899999999999;3.33;0.68;10.9;good
819;9.1;0.66;0.15;3.2;0.09699999999999999;9.0;59.0;0.99976;3.28;0.54;9.6;good
1319;9.1;0.76;0.68;1.7;0.414;18.0;64.0;0.9965200000000001;2.9;1.33;9.1;good
511;10.0;0.59;0.31;2.2;0.09;26.0;62.0;0.9994;3.18;0.63;10.2;good
1169;7.6;0.5;0.29;2.3;0.086;5.0;14.0;0.9950200000000001;3.32;0.62;11.5;good
1434;10.2;0.54;0.37;15.4;0.214;55.0;95.0;1.00369;3.18;0.77;9.0;good
70;7.7;0.63;0.08;1.9;0.076;15.0;27.0;0.9967;3.32;0.54;9.5;good
646;7.3;0.67;0.05;3.6;0.107;6.0;20.0;0.9972;3.4;0.63;10.1;good
57;7.5;0.63;0.12;5.1;0.111;50.0;110.0;0.9983;3.26;0.77;9.4;good
1338;6.0;0.5;0.0;1.4;0.057;15.0;26.0;0.9944799999999999;3.36;0.45;9.5;good
863;7.2;0.62;0.06;2.5;0.078;17.0;84.0;0.99746;3.51;0.53;9.7;good
68;9.3;0.32;0.57;2.0;0.07400000000000001;27.0;65.0;0.9969;3.28;0.79;10.7;good
1223;10.5;0.36;0.47;2.2;0.07400000000000001;9.0;23.0;0.9963799999999999;3.23;0.76;12.0;good
781;6.5;0.46;0.14;2.4;0.114;9.0;37.0;0.9973200000000001;3.66;0.65;9.8;good
1188;6.7;0.64;0.23;2.1;0.08;11.0;119.0;0.9953799999999999;3.36;0.7;10.9;good
730;9.5;0.55;0.66;2.3;0.387;12.0;37.0;0.9982;3.17;0.67;9.6;good
839;6.0;0.5;0.04;2.2;0.092;13.0;26.0;0.9964700000000001;3.46;0.47;10.0;good
726;8.1;0.72;0.09;2.8;0.084;18.0;49.0;0.9994;3.43;0.72;11.1;good
296;10.6;0.83;0.37;2.6;0.086;26.0;70.0;0.9981;3.16;0.52;9.9;good
1549;7.4;0.36;0.3;1.8;0.07400000000000001;17.0;24.0;0.99419;3.24;0.7;11.4;excellent
1472;7.6;0.35;0.6;2.6;0.073;23.0;44.0;0.99656;3.38;0.79;11.1;good
632;7.6;0.41;0.14;3.0;0.087;21.0;43.0;0.9964;3.32;0.57;10.5;good
413;9.9;0.4;0.53;6.7;0.09699999999999999;6.0;19.0;0.9986;3.27;0.82;11.7;excellent
1450;7.2;0.37;0.32;2.0;0.062;15.0;28.0;0.9947;3.23;0.73;11.3;excellent
905;9.2;0.58;0.2;3.0;0.081;15.0;115.0;0.998;3.23;0.59;9.5;good
410;9.0;0.43;0.34;2.5;0.08;26.0;86.0;0.9987;3.38;0.62;9.5;good
377;9.4;0.27;0.53;2.4;0.07400000000000001;6.0;18.0;0.9962;3.2;1.13;12.0;excellent
785;9.9;0.35;0.41;2.3;0.083;11.0;61.0;0.9982;3.21;0.5;9.5;good
387;8.3;0.66;0.15;1.9;0.079;17.0;42.0;0.9972;3.31;0.54;9.6;good
