;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
1546;6.7;0.29;0.49;4.7;0.034;35.0;156.0;0.9945;3.13;0.45;9.9;good
4065;6.6;0.5;0.26;11.3;0.028999999999999998;32.0;110.0;0.9930200000000001;3.27;0.78;12.9;excellent
1225;6.8;0.32;0.37;3.4;0.023;19.0;87.0;0.9902;3.14;0.53;12.7;good
2282;7.4;0.33;0.26;15.6;0.049;67.0;210.0;0.9990700000000001;3.06;0.68;9.5;good
3506;7.5;0.33;0.28;4.9;0.042;21.0;155.0;0.99385;3.36;0.57;10.9;good
3559;7.5;0.34;0.24;3.85;0.031;5.0;34.0;0.99098;3.01;0.36;11.8;poor
838;7.3;0.25;0.36;2.1;0.034;30.0;177.0;0.99085;3.25;0.4;11.9;excellent
4200;8.0;0.24;0.33;1.2;0.044000000000000004;28.0;101.0;0.99035;3.03;0.43;12.5;good
3808;6.9;0.21;0.62;6.3;0.042;7.0;109.0;0.9935799999999999;2.96;0.59;10.2;good
1990;6.4;0.43;0.27;1.1;0.054000000000000006;5.0;110.0;0.9939;3.24;0.52;9.1;poor
2208;7.1;0.26;0.3;2.0;0.031;13.0;128.0;0.9917;3.19;0.49;11.4;good
3282;6.7;0.12;0.36;2.3;0.039;43.0;125.0;0.99229;3.07;0.67;10.1;excellent
2376;7.2;0.2;0.3;2.0;0.039;43.0;188.0;0.9911;3.3;0.41;12.0;good
753;7.0;0.21;0.34;8.5;0.033;31.0;253.0;0.9953;3.22;0.56;10.5;good
3818;5.1;0.35;0.26;6.8;0.034;36.0;120.0;0.9918799999999999;3.38;0.4;11.5;good
2108;7.4;0.18;0.36;13.1;0.055999999999999994;72.0;163.0;1.0;3.42;0.35;9.1;good
1066;6.4;0.3;0.51;5.5;0.048;62.0;172.0;0.9942;3.08;0.45;9.1;good
3489;6.7;0.28;0.31;7.4;0.040999999999999995;7.0;81.0;0.99254;3.04;0.47;11.4;excellent
1139;9.0;0.31;0.49;6.9;0.034;26.0;91.0;0.9937;2.99;0.34;11.5;good
1701;7.9;0.29;0.36;11.1;0.033;43.0;208.0;0.9969;3.14;0.46;10.3;good
1013;6.2;0.25;0.47;11.6;0.048;62.0;210.0;0.9968;3.19;0.5;9.5;good
2467;7.0;0.28;0.32;1.7;0.038;27.0;128.0;0.99375;3.2;0.62;10.2;good
4137;7.4;0.31;0.26;8.6;0.048;47.0;206.0;0.9964;3.26;0.36;9.1;good
2112;6.5;0.22;0.25;17.1;0.05;44.0;138.0;1.0001;3.3;0.37;8.8;good
4802;5.8;0.28;0.34;2.2;0.037000000000000005;24.0;125.0;0.9898600000000001;3.36;0.33;12.8;excellent
2364;6.6;0.32;0.24;1.3;0.06;42.5;204.0;0.9951200000000001;3.59;0.51;9.2;good
4235;6.4;0.29;0.18;15.0;0.04;21.0;116.0;0.99736;3.14;0.5;9.2;good
1752;6.1;0.255;0.44;12.3;0.045;53.0;197.0;0.9967;3.24;0.54;9.5;good
1083;7.4;0.2;0.37;16.95;0.048;43.0;190.0;0.9995;3.03;0.42;9.2;good
1618;6.4;0.37;0.49;13.3;0.045;53.0;243.0;0.9982;3.14;0.48;8.5;good
1188;7.1;0.21;0.3;1.4;0.037000000000000005;45.0;143.0;0.9932;3.13;0.33;9.9;good
623;7.2;0.24;0.34;1.1;0.045;3.0;64.0;0.9913;3.23;0.51;11.4;good
4051;6.8;0.3;0.27;11.6;0.027999999999999997;22.0;97.0;0.9931399999999999;2.96;0.38;11.7;good
1588;7.3;0.3;0.74;13.5;0.039;46.0;165.0;0.9982;3.02;0.4;8.7;good
4265;6.2;0.36;0.22;5.25;0.038;44.0;145.0;0.9918399999999999;3.22;0.4;11.2;good
451;6.1;0.2;0.25;1.2;0.038;34.0;128.0;0.9921;3.24;0.44;10.1;good
1254;7.0;0.16;0.73;1.0;0.138;58.0;150.0;0.9936;3.08;0.3;9.2;good
124;6.4;0.13;0.47;1.6;0.092;40.0;158.0;0.9928;3.21;0.36;9.8;good
2847;5.8;0.2;0.34;1.0;0.035;40.0;86.0;0.98993;3.5;0.42;11.7;good
4397;7.4;0.27;0.26;11.8;0.053;55.0;173.0;0.9969899999999999;3.11;0.6;9.8;good
1232;7.9;0.44;0.37;5.85;0.033;27.0;93.0;0.992;3.16;0.54;12.6;excellent
3736;6.5;0.32;0.48;8.0;0.026000000000000002;18.0;88.0;0.99144;3.22;0.79;12.7;poor
2607;8.9;0.26;0.33;8.1;0.024;47.0;202.0;0.9955799999999999;3.13;0.46;10.8;good
4692;6.0;0.36;0.32;1.1;0.053;26.0;173.0;0.9941399999999999;3.38;0.54;8.8;good
141;7.1;0.37;0.67;10.5;0.045;49.0;155.0;0.9975;3.16;0.44;8.7;good
1817;7.2;0.5;0.0;0.8;0.034;46.0;114.0;0.9932;3.19;0.34;9.2;poor
1315;8.1;0.2;0.36;9.7;0.044000000000000004;63.0;162.0;0.997;3.1;0.46;10.0;good
2491;6.0;0.2;0.24;5.3;0.075;49.0;201.0;0.99466;3.21;0.43;9.5;good
17;6.2;0.66;0.48;1.2;0.028999999999999998;29.0;75.0;0.9892;3.33;0.39;12.8;excellent
2351;7.9;0.25;0.34;11.4;0.04;53.0;202.0;0.99708;3.11;0.57;9.6;good
4;7.2;0.23;0.32;8.5;0.057999999999999996;47.0;186.0;0.9956;3.19;0.4;9.9;good
615;7.5;0.23;0.68;11.0;0.047;37.0;133.0;0.9978;2.99;0.38;8.8;good
2568;6.8;0.28;0.36;7.0;0.043;60.0;207.0;0.99556;3.16;0.49;9.6;good
1920;8.1;0.26;0.33;11.1;0.052000000000000005;52.5;158.0;0.9976;3.03;0.49;10.2;excellent
4721;6.1;0.32;0.33;10.7;0.036000000000000004;27.0;98.0;0.99521;3.34;0.52;10.2;good
3405;5.8;0.15;0.32;1.2;0.037000000000000005;14.0;119.0;0.9913700000000001;3.19;0.5;10.2;good
4025;6.2;0.32;0.45;2.9;0.028999999999999998;37.0;94.0;0.98998;3.25;0.6;12.4;good
3894;5.9;0.435;0.16;6.4;0.031;21.0;134.0;0.99151;3.24;0.46;12.2;good
1335;5.7;0.21;0.24;2.3;0.047;60.0;189.0;0.995;3.65;0.72;10.1;good
3262;7.6;0.19;0.32;18.75;0.047;32.0;193.0;1.00014;3.1;0.5;9.3;excellent
1473;7.0;0.2;0.49;5.9;0.038;39.0;128.0;0.9938;3.21;0.48;10.8;good
608;6.1;0.28;0.25;17.75;0.044000000000000004;48.0;161.0;0.9993;3.34;0.48;9.5;good
381;7.2;0.28;0.26;12.5;0.046;48.0;179.0;0.9975;3.1;0.52;9.0;good
980;6.0;0.19;0.71;1.5;0.152;9.0;55.0;0.9927;3.12;0.46;9.8;good
802;6.8;0.39;0.35;11.6;0.044000000000000004;57.0;220.0;0.99775;3.07;0.53;9.3;good
4474;5.7;0.25;0.22;9.8;0.049;50.0;125.0;0.99571;3.2;0.45;10.1;good
138;6.8;0.19;0.36;1.9;0.035;30.0;96.0;0.9917;3.15;0.54;10.8;excellent
4696;6.1;0.15;0.4;1.2;0.03;19.0;84.0;0.98926;3.19;0.96;13.0;good
1334;9.0;0.24;0.5;1.2;0.048;26.0;107.0;0.9918;3.21;0.34;12.4;good
1328;5.2;0.37;0.33;1.2;0.027999999999999997;13.0;81.0;0.9902;3.37;0.38;11.7;good
3644;6.4;0.24;0.23;2.0;0.046;30.0;133.0;0.9908;3.12;0.54;11.4;excellent
2060;6.8;0.28;0.44;11.5;0.04;58.0;223.0;0.9969;3.22;0.56;9.5;good
3365;7.6;0.2;0.26;4.8;0.033;26.0;76.0;0.9907600000000001;2.98;0.49;12.3;excellent
1476;7.1;0.85;0.49;8.7;0.027999999999999997;40.0;184.0;0.9962;3.22;0.36;10.7;good
524;5.6;0.35;0.37;1.0;0.038;6.0;72.0;0.9902;3.37;0.34;11.4;good
3032;6.7;0.14;0.46;1.6;0.036000000000000004;15.0;92.0;0.99264;3.37;0.49;10.9;good
1407;7.1;0.19;0.28;3.6;0.033;16.0;78.0;0.993;2.91;0.78;11.4;good
3207;6.8;0.21;0.42;1.2;0.045;24.0;126.0;0.99234;3.09;0.87;10.9;good
4530;7.3;0.28;0.54;12.9;0.049;62.0;162.5;0.9984;3.06;0.45;9.1;good
78;7.4;0.18;0.3;8.8;0.064;26.0;103.0;0.9961;2.94;0.56;9.3;good
2323;7.6;0.2;0.34;1.8;0.040999999999999995;42.0;148.0;0.99335;3.35;0.66;11.1;good
3264;5.9;0.24;0.12;1.4;0.035;60.0;247.0;0.9935799999999999;3.34;0.44;9.6;good
113;6.7;0.41;0.34;9.2;0.049;29.0;150.0;0.9968;3.22;0.51;9.1;good
2922;6.5;0.44;0.47;5.45;0.013999999999999999;44.0;137.0;0.9898399999999999;3.13;0.32;13.0;excellent
3723;5.7;0.265;0.28;6.9;0.036000000000000004;46.0;150.0;0.9929899999999999;3.36;0.44;10.8;excellent
2152;7.0;0.22;0.33;2.1;0.052000000000000005;15.0;76.0;0.993;3.2;0.41;10.6;good
2292;6.5;0.32;0.23;1.2;0.054000000000000006;39.0;208.0;0.99272;3.18;0.46;9.9;good
4757;6.0;0.38;0.26;3.5;0.035;38.0;111.0;0.98872;3.18;0.47;13.6;excellent
204;5.8;0.28;0.35;2.3;0.053;36.0;114.0;0.9924;3.28;0.5;10.2;poor
3581;7.2;0.26;0.24;7.0;0.023;19.0;130.0;0.9917600000000001;3.14;0.49;12.8;excellent
3335;6.9;0.38;0.29;13.65;0.048;52.0;189.0;0.99784;3.0;0.6;9.5;good
511;7.8;0.34;0.35;1.8;0.042;8.0;167.0;0.9908;3.11;0.41;12.1;good
1483;6.9;0.25;0.24;3.6;0.057;13.0;85.0;0.9942;2.99;0.48;9.5;poor
80;6.8;0.22;0.31;1.4;0.053;34.0;114.0;0.9929;3.39;0.77;10.6;good
2686;8.0;0.17;0.29;2.4;0.028999999999999998;52.0;119.0;0.98944;3.03;0.33;12.9;good
1637;8.1;0.12;0.49;1.2;0.042;43.0;160.0;0.9934;3.13;0.48;9.7;good
1042;7.3;0.49;0.32;5.2;0.043;18.0;104.0;0.9952;3.24;0.45;10.7;poor
2914;6.9;0.14;0.38;1.0;0.040999999999999995;22.0;81.0;0.9904299999999999;3.03;0.54;11.4;good
4073;6.5;0.36;0.16;1.3;0.054000000000000006;11.0;107.0;0.99398;3.19;0.39;8.5;good
324;8.3;0.41;0.51;2.0;0.046;11.0;207.0;0.993;3.02;0.55;11.4;good
1125;6.3;0.55;0.45;13.0;0.047;33.0;182.0;0.9974;3.2;0.46;9.2;good
4470;4.7;0.145;0.29;1.0;0.042;35.0;90.0;0.9908;3.76;0.49;11.3;good
1977;8.4;0.2;0.27;6.3;0.048;30.0;143.0;0.9966;3.25;0.5;9.1;good
1973;7.5;0.26;0.26;18.35;0.084;33.0;139.0;1.0011;3.17;0.39;8.8;good
2658;6.5;0.15;0.44;12.6;0.052000000000000005;65.0;158.0;0.9968799999999999;3.26;0.7;10.3;excellent
1556;7.6;0.23;0.49;10.0;0.036000000000000004;45.0;182.0;0.9967;3.08;0.58;9.6;good
870;6.0;0.45;0.65;9.7;0.08;11.0;159.0;0.9956;3.04;0.48;9.4;good
3679;7.1;0.2;0.27;9.6;0.037000000000000005;19.0;105.0;0.99444;3.04;0.37;10.5;excellent
2174;7.4;0.19;0.3;12.8;0.053;48.5;229.0;0.9986;3.14;0.49;9.1;excellent
331;6.8;0.24;0.34;4.6;0.032;37.0;135.0;0.9927;3.2;0.39;10.6;good
683;6.4;0.27;0.32;4.5;0.24;61.0;174.0;0.9948;3.12;0.48;9.4;good
3302;6.6;0.24;0.28;6.7;0.032;26.0;91.0;0.99172;3.13;0.32;12.3;good
4600;8.3;0.22;0.34;1.1;0.043;20.0;116.0;0.9927;3.0;0.47;10.2;good
3584;7.4;0.25;0.28;7.25;0.027999999999999997;14.0;78.0;0.9923799999999999;2.94;0.37;11.5;excellent
1333;7.8;0.21;0.39;1.8;0.034;62.0;180.0;0.991;3.09;0.75;12.6;excellent
3109;6.9;0.3;0.36;4.5;0.054000000000000006;31.0;203.0;0.99513;3.4;0.57;10.4;poor
1397;7.3;0.25;0.36;13.1;0.05;35.0;200.0;0.9986;3.04;0.46;8.9;excellent
1641;6.4;0.22;0.49;7.5;0.054000000000000006;42.0;151.0;0.9948;3.27;0.52;10.1;good
1396;7.3;0.18;0.29;1.2;0.044000000000000004;12.0;143.0;0.9918;3.2;0.48;11.3;excellent
2445;6.6;0.34;0.34;2.6;0.051;40.5;210.0;0.9931399999999999;3.15;0.61;10.0;good
1257;6.4;0.17;0.27;6.7;0.036000000000000004;88.0;223.0;0.9948;3.28;0.35;10.2;good
285;7.3;0.32;0.25;7.2;0.055999999999999994;47.0;180.0;0.9961;3.08;0.47;8.8;good
3371;6.2;0.3;0.21;1.1;0.032;31.0;111.0;0.9889;2.97;0.42;12.2;good
4197;6.3;0.3;0.48;7.4;0.053;34.0;149.0;0.99472;3.18;0.53;9.8;good
617;7.8;0.26;0.27;1.9;0.051;52.0;195.0;0.9928;3.23;0.5;10.9;good
4540;5.8;0.28;0.3;3.9;0.026000000000000002;36.0;105.0;0.9896299999999999;3.26;0.58;12.75;good
1510;8.0;0.18;0.49;1.8;0.061;10.0;145.0;0.9942;3.23;0.48;10.0;good
2233;6.5;0.39;0.35;1.6;0.049;10.0;164.0;0.99516;3.35;0.51;9.7;good
821;7.3;0.655;0.2;10.2;0.071;28.0;212.0;0.9971;2.96;0.58;9.2;good
2576;6.5;0.27;0.4;10.0;0.039;74.0;227.0;0.99582;3.18;0.5;9.4;good
4306;6.1;0.24;0.27;11.5;0.05;51.0;133.0;0.9947600000000001;3.22;0.37;10.8;good
4614;7.1;0.33;0.18;6.3;0.094;27.0;166.0;0.99474;2.9;0.49;9.5;good
1631;8.2;0.2;0.49;3.5;0.057;14.0;108.0;0.9928;3.19;0.35;11.5;good
4829;6.0;0.32;0.33;9.9;0.032;22.0;90.0;0.9925799999999999;3.1;0.43;12.1;excellent
3064;7.4;0.21;0.8;12.3;0.038;77.0;183.0;0.9977799999999999;2.95;0.48;9.0;good
600;6.7;0.3;0.35;1.4;0.18;36.0;160.0;0.9937;3.11;0.54;9.4;good
1460;8.5;0.17;0.74;3.6;0.05;29.0;128.0;0.9928;3.28;0.4;12.4;good
207;10.2;0.44;0.88;6.2;0.049;20.0;124.0;0.9968;2.99;0.51;9.9;poor
4516;6.2;0.32;0.32;2.2;0.036000000000000004;15.0;70.0;0.9899;3.16;0.48;12.7;good
1361;6.0;0.13;0.28;5.7;0.038;56.0;189.5;0.9948;3.59;0.43;10.6;excellent
1164;8.2;0.23;0.49;0.9;0.057;15.0;73.0;0.9928;3.07;0.38;10.4;good
2435;6.4;0.35;0.35;5.6;0.034;9.0;148.0;0.99441;3.17;0.5;9.8;poor
4076;7.4;0.37;0.26;9.6;0.05;33.0;134.0;0.99608;3.13;0.46;10.4;good
2518;7.1;0.12;0.3;3.1;0.018000000000000002;15.0;37.0;0.9900399999999999;3.02;0.52;11.9;excellent
2052;6.8;0.21;0.27;18.15;0.042;41.0;146.0;1.0001;3.3;0.36;8.7;good
2834;6.2;0.15;0.27;1.4;0.040999999999999995;51.0;117.0;0.9909;3.28;0.38;11.2;good
2014;9.0;0.55;0.3;8.1;0.026000000000000002;14.0;71.0;0.993;2.94;0.36;11.8;good
4020;6.4;0.37;0.12;5.9;0.055999999999999994;6.0;91.0;0.99536;3.06;0.46;8.4;poor
3206;6.6;0.29;0.39;6.75;0.031;22.0;98.0;0.9913;3.15;0.8;12.9;excellent
307;7.3;0.4;0.24;6.7;0.057999999999999996;41.0;166.0;0.995;3.2;0.41;9.9;good
1629;7.8;0.15;0.24;7.7;0.047;21.0;98.0;0.9951;2.94;0.31;9.6;good
2392;6.4;0.17;0.34;1.5;0.091;42.0;135.0;0.9938;3.25;0.49;9.6;excellent
4292;6.9;0.22;0.32;5.8;0.040999999999999995;20.0;119.0;0.9929600000000001;3.17;0.55;11.2;good
642;6.3;0.21;0.33;13.9;0.046;68.0;179.0;0.9971;3.36;0.5;10.4;good
3375;7.8;0.22;0.26;9.0;0.047;38.0;132.0;0.997;3.25;0.53;10.2;good
2503;8.6;0.34;0.36;1.4;0.045;11.0;119.0;0.99556;3.17;0.47;9.4;poor
3184;6.2;0.1;0.41;1.0;0.04;17.0;76.0;0.98988;3.14;0.56;11.4;excellent
425;7.0;0.21;0.28;8.7;0.045;37.0;222.0;0.9954;3.25;0.54;10.4;good
2036;5.7;0.27;0.32;1.2;0.046;20.0;155.0;0.9934;3.8;0.41;10.2;good
3479;5.9;0.32;0.28;4.7;0.039;34.0;94.0;0.98964;3.22;0.57;13.1;excellent
2094;6.6;0.22;0.53;15.1;0.052000000000000005;22.0;136.0;0.9986;2.94;0.35;9.4;good
2337;6.5;0.28;0.35;9.8;0.067;61.0;180.0;0.9972;3.15;0.57;9.0;poor
3755;7.8;0.19;0.32;7.4;0.015;47.0;124.0;0.9927799999999999;2.99;0.39;11.0;good
4489;6.7;0.48;0.49;2.9;0.03;28.0;122.0;0.98926;3.13;0.4;13.0;good
1484;7.5;0.32;0.24;4.6;0.053;8.0;134.0;0.9958;3.14;0.5;9.1;poor
1622;6.5;0.44;0.49;7.7;0.045;16.0;169.0;0.9957;3.11;0.37;8.7;good
4634;5.8;0.29;0.38;10.7;0.038;49.0;136.0;0.99366;3.11;0.59;11.2;good
3481;5.8;0.22;0.3;1.1;0.047;36.0;131.0;0.992;3.26;0.45;10.4;good
4548;6.4;0.46;0.22;14.7;0.047;51.0;183.0;0.998275;3.39;0.6;10.5;good
3333;5.1;0.165;0.22;5.7;0.047;42.0;146.0;0.9934;3.18;0.55;9.9;good
3685;6.8;0.15;0.41;12.9;0.044000000000000004;79.5;183.0;0.9974200000000001;3.24;0.78;10.2;good
3991;6.9;0.2;0.41;1.1;0.06;36.0;104.0;0.9931700000000001;2.99;0.39;9.2;good
4116;6.2;0.35;0.2;18.1;0.069;33.0;158.0;0.99908;3.15;0.5;8.8;good
1662;6.7;0.21;0.49;1.4;0.047;30.0;114.0;0.9914;2.92;0.42;10.8;excellent
136;8.2;0.23;0.4;1.2;0.027000000000000003;36.0;121.0;0.992;3.12;0.38;10.7;good
2817;6.7;0.19;0.39;1.0;0.032;14.0;71.0;0.9891200000000001;3.31;0.38;13.0;excellent
117;7.0;0.14;0.4;1.7;0.035;16.0;85.0;0.9911;3.19;0.42;11.8;good
152;6.9;0.25;0.3;4.1;0.054000000000000006;23.0;116.0;0.9940000000000001;2.99;0.38;9.4;good
2558;6.3;0.13;0.42;1.1;0.043;63.0;146.0;0.99066;3.13;0.72;11.2;excellent
2775;7.0;0.36;0.32;10.05;0.045;37.0;131.0;0.9935200000000001;3.09;0.33;11.7;excellent
3590;6.6;0.19;0.35;1.5;0.037000000000000005;37.0;107.0;0.99006;3.18;0.68;12.0;excellent
201;7.1;0.32;0.24;13.1;0.05;52.0;204.0;0.998;3.1;0.49;8.8;good
2785;6.4;0.24;0.25;20.2;0.083;35.0;157.0;0.99976;3.17;0.5;9.1;good
1893;6.8;0.24;0.31;18.3;0.046;40.0;142.0;1.0;3.3;0.41;8.7;good
2085;7.9;0.17;0.32;1.6;0.053;47.0;150.0;0.9948;3.29;0.76;9.6;good
2307;6.8;0.21;0.55;14.6;0.053;34.0;159.0;0.99805;2.93;0.44;9.2;good
4665;7.3;0.17;0.36;8.2;0.027999999999999997;44.0;111.0;0.99272;3.14;0.41;12.4;good
1252;5.6;0.245;0.32;1.1;0.047;24.0;152.0;0.9927;3.12;0.42;9.3;good
3313;7.3;0.145;0.33;1.1;0.042;14.0;64.0;0.9901200000000001;3.1;0.37;11.8;excellent
4401;7.1;0.38;0.29;13.6;0.040999999999999995;30.0;137.0;0.99461;3.02;0.96;12.1;good
1823;7.3;0.19;0.24;6.3;0.054000000000000006;34.0;231.0;0.9964;3.36;0.54;10.0;good
4853;5.2;0.25;0.23;1.4;0.047;20.0;77.0;0.9900100000000001;3.32;0.62;11.4;good
2971;7.3;0.26;0.24;1.7;0.05;10.0;112.0;0.9928600000000001;3.11;0.43;9.9;good
4380;5.7;0.31;0.29;7.3;0.05;33.0;143.0;0.9933200000000001;3.31;0.5;11.066666666666698;good
2050;11.8;0.23;0.38;11.1;0.034;15.0;123.0;0.9997;2.93;0.55;9.7;poor
3027;7.4;0.32;0.22;11.7;0.035;44.0;150.0;0.9957799999999999;3.1;0.45;10.4;good
2802;5.6;0.15;0.31;5.3;0.038;8.0;79.0;0.9923;3.3;0.39;10.5;good
2472;8.8;0.24;0.23;10.3;0.032;12.0;97.0;0.99571;3.13;0.4;10.7;good
4171;6.6;0.22;0.37;1.6;0.04;31.0;101.0;0.9900899999999999;3.15;0.66;12.0;good
4719;6.7;0.15;0.32;7.9;0.034;17.0;81.0;0.9951200000000001;3.29;0.31;10.0;good
986;7.4;0.28;0.3;5.3;0.054000000000000006;44.0;161.0;0.9941;3.12;0.48;10.3;good
1318;6.4;0.15;0.31;1.1;0.044000000000000004;25.0;96.0;0.9932;3.54;0.51;10.3;good
213;6.7;0.13;0.29;5.3;0.051;31.0;122.0;0.9944;3.44;0.37;9.7;good
4164;7.0;0.31;0.35;1.6;0.063;13.0;119.0;0.9918399999999999;3.22;0.5;10.7;good
474;5.5;0.16;0.22;4.5;0.03;30.0;102.0;0.9938;3.24;0.36;9.4;good
4190;7.0;0.22;0.3;1.4;0.04;14.0;63.0;0.98985;3.2;0.33;12.0;good
4859;6.0;0.43;0.34;7.6;0.045;25.0;118.0;0.9922200000000001;3.03;0.37;11.0;good
3052;5.6;0.2;0.66;10.2;0.043;78.0;175.0;0.9945;2.98;0.43;10.4;excellent
3115;6.3;0.17;0.32;4.2;0.04;37.0;117.0;0.99182;3.24;0.43;11.3;good
4708;7.2;0.33;0.28;1.4;0.034;26.0;109.0;0.99246;3.28;0.57;10.6;good
2608;7.5;0.25;0.32;8.2;0.024;53.0;209.0;0.9956299999999999;3.12;0.46;10.8;good
2115;6.5;0.22;0.25;17.1;0.05;44.0;138.0;1.0001;3.3;0.37;8.8;good
699;7.4;0.31;0.48;14.2;0.042;62.0;204.0;0.9983;3.06;0.59;9.4;good
4005;6.8;0.14;0.35;1.5;0.047;40.0;117.0;0.99111;3.07;0.72;11.1;good
736;6.6;0.25;0.3;14.4;0.052000000000000005;40.0;183.0;0.998;3.02;0.5;9.1;good
3929;6.6;0.32;0.47;15.6;0.063;27.0;173.0;0.99872;3.18;0.56;9.0;good
3173;6.7;0.33;0.34;7.5;0.036000000000000004;39.0;124.0;0.9912299999999999;2.99;0.32;12.4;excellent
1906;6.0;0.28;0.35;1.9;0.037000000000000005;16.0;120.0;0.9933;3.16;0.69;10.6;good
3443;6.0;0.16;0.22;1.6;0.042;36.0;106.0;0.9905;3.24;0.32;11.4;good
833;6.9;0.25;0.34;1.3;0.035;27.0;82.0;0.99045;3.18;0.44;12.2;good
1765;6.9;0.29;0.23;8.6;0.055999999999999994;56.0;215.0;0.9967;3.17;0.44;8.8;good
4613;5.8;0.27;0.2;7.3;0.04;42.0;145.0;0.9944200000000001;3.15;0.48;9.8;good
2722;7.6;0.4;0.27;5.2;0.03;32.0;101.0;0.99172;3.22;0.62;12.3;excellent
588;6.9;0.28;0.27;2.1;0.036000000000000004;42.0;121.0;0.9926;3.42;0.49;10.8;excellent
2595;8.2;0.52;0.34;1.2;0.042;18.0;167.0;0.99366;3.24;0.39;10.6;good
701;5.9;0.34;0.22;2.4;0.03;19.0;135.0;0.9894;3.41;0.78;13.9;excellent
4874;5.6;0.2;0.36;2.5;0.048;16.0;125.0;0.99282;3.49;0.49;10.0;good
2310;6.8;0.21;0.55;14.6;0.053;34.0;159.0;0.99805;2.93;0.44;9.2;good
127;6.5;0.24;0.32;7.6;0.038;48.0;203.0;0.9958;3.45;0.54;9.7;excellent
1342;8.4;0.58;0.27;12.15;0.033;37.0;116.0;0.9959;2.99;0.39;10.8;good
244;6.9;0.4;0.56;11.2;0.043;40.0;142.0;0.9975;3.14;0.46;8.7;good
327;6.4;0.34;0.23;6.3;0.039;37.0;143.0;0.9944;3.19;0.65;10.0;good
2955;7.4;0.35;0.24;6.0;0.042;28.0;123.0;0.9930399999999999;3.14;0.44;11.3;good
